ID,Vacancy_name,Salary,Experience,Company_name,Location
1,Юрист,250 000 – 300 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО YES EXCHANGE,Алматы
2,Помощник юриста,,Опыт 3-6 лет,ТОО ПК Алтын Таға,Каскелен
3,Юрист,500 000 – 1 200 000 ₸ на руки,Опыт более 6 лет,ТОО ADM Valner,Костанай
4,Юрисконсульт,350 000 – 380 000 ₸ на руки,Опыт 1-3 года,ТОО DTJ SERVICE,Усть-Каменогорск
5,Юрист,500 000 – 500 000 ₸ на руки,Опыт более 6 лет,ТОО Hyundai Auto Kazakhstan,Алматы
6,Корпоративный юрист,от 500 000 ₸ на руки,Опыт более 6 лет,ТОО ALEM LTD,Алматы
7,Юрист,от 350 000 ₸ на руки,Опыт 3-6 лет,ТОО Оптимальный,Караганда
8,Юрист,от 500 000 ₸ на руки,Опыт 3-6 лет,ТОО Kemel Education,Алматы
9,Юрист,300 000 – 320 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО Тазалык-2012,Костанай
10,Юрист,80 000 – 100 000 ₽ на руки,Опыт 3-6 лет,ООО Рециклинговая Компания,Актобе
11,Юрист,400 000 – 600 000 ₸ до вычета налогов,Опыт 3-6 лет,ТОО Mega SMART,Алматы
12,Юрист,450 000 – 500 000 ₸ до вычета налогов,Опыт 3-6 лет,ТОО Nur Zholy Сustoms Service,Жаркент
13,Миграционный юрист,400 000 – 500 000 ₸ на руки,Опыт 1-3 года,ТОО PROFUSION PROJECTS,Алматы
14,Корпоративный юрист,от 500 000 ₸ до вычета налогов,Опыт 3-6 лет,ТОО ВАТЕК КАЗАХСТАН,Алматы
15,Юрист,,Опыт более 6 лет,ТОО HUMAN CAPITAL GROUP,Алматы
16,Юрист (дистанционная работа для иногородних специалистов),400 000 – 600 000 ₸ на руки,Опыт 1-3 года,ТОО QazBankrot.kz,Алматы
17,Помощник юриста,250 000 – 350 000 ₸ на руки,Без опыта,ТОО МИКРОФИНАНСОВАЯ ОРГАНИЗАЦИЯ KREDIT SEVEN KAZAKHSTAN (КРЕДИТ СЕВЕН КАЗАХСТАН),Алматы
18,Юрист,,Опыт 3-6 лет,ТОО ГидроТехСнаб Астана,Астана
19,Помощник юриста,от 370 000 ₸ на руки,Без опыта,ИП Правовой пульс,Алматы
20,Начинающий юрист,,Без опыта,"ТОО Astana Mall Trading,ТОО",Астана
21,Юрист,,Опыт 3-6 лет,ТОО АгроТехМенеджмент,Астана
22,Юрист (помощник юриста),,Опыт 3-6 лет,ТОО Dostyk TransTerminal (Достык ТрансТерминал),Алматы
23,Юрист,400 000 – 450 000 ₸ на руки,Опыт более 6 лет,ТОО Керуен-Medicus,Алматы
24,Старший юрист,500 000 – 500 000 ₸ на руки,Опыт более 6 лет,АО ALG Company,Алматы
25,Помощник юриста/Ассистент юриста,от 380 000 ₸ на руки,Без опыта,ИП Правовой пульс,Алматы
26,Юрист,,Опыт 1-3 года,ТОО РАМС КАЗАХСТАН,Атырау
27,Юрист,до 400 000 ₸ на руки,Опыт 3-6 лет,ТОО SATURN DISTRIBUTION (САТУРН ДИСТРИБЬЮШН),Алматы
28,Юрист в DSF Trading Co,от 400 000 ₸ на руки,Опыт 1-3 года,ТОО DSF Trading Co,Алматы
29,Юрист по судебной работе,от 450 000 ₸ на руки,Опыт 1-3 года,ИП Легал Партнер,Алматы
30,Юрист,,Опыт 3-6 лет,ТОО Новые Технологии Тараз,Тараз
31,Юрист,до 330 000 ₸ до вычета налогов,Опыт 1-3 года,Тойота Центр / Лексус Центр (ТОО Автоцентр Актобе),Актобе
32,Юрист в единственном числе,,Опыт более 6 лет,ТОО Лечебно-оздоровительный комплекс Алатау,Алматы
33,Специалист\юрист,200 000 – 250 000 ₸ на руки,Без опыта,ТОО INDEPENDENT LAWYERS GROUP,Алматы
34,Юрист,,Опыт 3-6 лет,КХ Central Asia Agro,Шымкент
35,Старший юрист правовой поддержки,,Опыт 1-3 года,"Beeline, ТМ",Алматы
36,Юрист,300 000 – 350 000 ₸ на руки,Опыт 1-3 года,ИП SV TRANS Logistics,Костанай
37,Юрист,350 000 – 400 000 ₸ на руки,Опыт 1-3 года,ТОО Top cleaning service,Алматы
38,Юрист,,Опыт 1-3 года,АО Международный аэропорт Шымкент,Шымкент
39,Юрист по договорной работе,264 600 – 264 600 ₸ до вычета налогов,Без опыта,АО Авиаремонтный завод № 405,Алматы
40,Юрист,,Опыт 3-6 лет,ТОО QGG SERVICE,Астана
41,Юрист,от 300 000 ₸ до вычета налогов,Опыт 1-3 года,"Аэропорт Сары-Арка, АО",Караганда
42,Юрист,,Опыт 3-6 лет,ТОО Сайман Корпорация,Алматы
43,Юрист,250 000 – 500 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО General Business Law,Астана
44,Помощник юриста,от 370 000 ₸ на руки,Без опыта,ИП Юридическая Точка,Актобе
45,Юрист,,Опыт 1-3 года,ТОО АльДиС,Алматы
46,Помощник юриста,от 200 000 ₸ на руки,Опыт 1-3 года,ТОО ATP Group Kazakhstan,Алматы
47,Старший юрист,от 400 000 ₸ до вычета налогов,Опыт 3-6 лет,ТОО Щелково Агрохим - KZ,Астана
48,Юрист,до 500 000 ₸ на руки,Опыт 3-6 лет,ТОО Dostar coffee,Астана
49,Стажера/помощника юриста,,Без опыта,ТОО ADG – AULET DEVELOPMENT GROUP,Шымкент
50,Помощник юриста,от 370 000 ₸ на руки,Без опыта,ИП Легал Партнер,Алматы
51,Главный юрист Юридического департамента,,Опыт 3-6 лет,"Халык-Life, АО",Алматы
52,Юрист знанием английского языка,580 000 – 600 000 ₸ на руки,Опыт 3-6 лет,ТОО Формат 2020,Астана
53,Юрист,300 000 – 700 000 ₸ на руки,Опыт 3-6 лет,ТОО Корпорация Астана - Стройинвест,Алматы
54,Помощник юриста/Ассистент юриста,от 370 000 ₸ на руки,Без опыта,ИП Ego Sum Lex,Астана
55,Юрист,,Опыт 3-6 лет,ТОО Кублей,Уральск
56,Помощник юриста/Ассистент юриста,от 370 000 ₸ на руки,Без опыта,ИП Легал Партнер,Алматы
57,Юрист по судебной работе,от 500 000 ₸ на руки,Опыт 3-6 лет,ИП Юридическая Точка,Актобе
58,Юрист корпоративный,350 000 – 600 000 ₸ на руки,Опыт более 6 лет,ТОО Aspan Asia,Алматы
59,Старший юрист,от 550 000 ₸ до вычета налогов,Опыт 3-6 лет,ТОО Astana-Plat,Алматы
60,Юрист,600 000 – 600 000 ₸ на руки,Опыт 1-3 года,ТОО STRATERA,Астана
61,Юрист (гражданское право),,Опыт 1-3 года,АО МФО ОнлайнКазФинанс (ТМ Solva),Алматы
62,Юрист,300 000 – 500 000 ₸ на руки,Опыт 3-6 лет,ТОО GB Consult,Алматы
63,Юрист/HR,350 000 – 500 000 ₸ на руки,Опыт более 6 лет,ТОО Astana Construction Business Group,Астана
64,Юрист,250 000 – 350 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО New Direction,Астана
65,Юрисконсульт,от 500 000 ₸ на руки,Опыт 3-6 лет,ИП Ego Sum Lex,Астана
66,Юрист,350 000 – 400 000 ₸ на руки,Опыт 1-3 года,ТОО Райкен,Астана
67,Юрист,от 500 000 ₸ на руки,Опыт более 6 лет,ТОО Qazaq Mining Company,Алматы
68,Юрист,,Опыт 3-6 лет,ТОО Ана Жер Курылыс,Алматы
69,Юрист Отдела претензионно-исковой работы,,Опыт 1-3 года,СК Jusan Garant,Алматы
70,Юрист,400 000 – 450 000 ₸ на руки,Опыт 3-6 лет,ТОО Parasat Samex Co.LTD,Алматы
71,Юрист,300 000 – 350 000 ₸ на руки,Опыт 3-6 лет,ТОО Гелиос,Усть-Каменогорск
72,Юрист,от 500 000 ₸ на руки,Опыт более 6 лет,"АО Fincraft Resources, АО",Алматы
73,Ведущий юрист-договорник,от 497 000 ₸ до вычета налогов,Опыт 3-6 лет,ТОО Халык Актив,Алматы
74,Юрист,,Опыт более 6 лет,ТОО AgroTerraGroup,Павлодар
75,Помощник юриста (Стажер),до 85 000 ₸ до вычета налогов,Без опыта,ТОО QNP Business partner,Караганда
76,Корпоративный юрист,,Опыт 3-6 лет,ТОО Казфосфат,Алматы
77,Помощник юриста,от 370 000 ₸ на руки,Без опыта,ИП Ego Sum Lex,Астана
78,Юрист,350 000 – 350 000 ₸ на руки,Опыт 1-3 года,ТОО PARASAT II,Алматы
79,Юрист,до 500 000 ₸ на руки,Опыт 3-6 лет,Общ. орг. Общественный фонд «United Charity Projects Evolution»,Алматы
80,Старший Юрист,,Опыт 3-6 лет,"Юридическая Фирма GRATA,ТОО",Астана
81,Юрист правового сопровождения,,Опыт 3-6 лет,АО Народный банк Казахстана,Алматы
82,Юрист,,Опыт 3-6 лет,ТОО Сорпа КЗ,Астана
83,Юрист,от 400 000 ₸ на руки,Опыт 3-6 лет,ТОО Микрофинансовая организация ФРИДОМ ФИНАНС Кредит,Алматы
84,Юрист,от 350 000 ₸ на руки,Опыт 1-3 года,ТОО Lider Stroy 2002,Астана
85,Юрисконсульт,,Опыт 3-6 лет,АО Национальный центр экспертизы и сертификации,Талдыкорган
86,Юрист-кадровик,246 000 – 370 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО Агротоп,Шымкент
87,Юрист по сопровождению,300 000 – 350 000 ₸ на руки,Опыт 1-3 года,ТОО Современная Защита,Алматы
88,Помощник юриста,до 180 000 ₸ на руки,Без опыта,ТОО Esplora Consulting (Эсплора Консалтинг),Астана
89,Юрист,,Опыт 1-3 года,ТОО ARG Trading and Co,Астана
90,Юрист,300 000 – 450 000 ₸ на руки,Опыт 1-3 года,ТОО Современная Защита,Алматы
91,Юрист,,Опыт 1-3 года,АО Алматинский Технологический Университет,Алматы
92,Помощник юриста,,Опыт 1-3 года,ТОО КОНТИНЕНТ ИНВЕСТ ГРУПП ГОСТИНИЦА HOLIDAY INN ALMATY,Алматы
93,Юрист,,Опыт 3-6 лет,ТОО Tau-ken Temir,Караганда
94,Старший Юрист,,Опыт 3-6 лет,"Юридическая Фирма GRATA,ТОО",Атырау
95,Юрист,350 000 – 500 000 ₸ на руки,Опыт 3-6 лет,ТОО 1ON,Алматы
96,Юрист,,Опыт 3-6 лет,ТОО Baker Tilly Qazaqstan Advisory (Бейкер Тилли Казахстан Эдвайзори),Астана
97,"Специалист по работе с договорами, юрисконсульт",от 300 000 ₸ на руки,Опыт 3-6 лет,ТОО UNION PARTNERS LLP (Юнион Партнерс ЛЛП),Алматы
98,Юрист,300 000 – 400 000 ₸ на руки,Опыт 3-6 лет,ТОО TED Company,Астана
99,Младший юрист,,Без опыта,ТОО Smart Solutions Personnel,Алматы
100,Юрист,,Опыт 3-6 лет,ТОО EHS Machinery,Усть-Каменогорск
101,Младший Юрист,,Без опыта,ТОО Юридическая Фирма Synergy Partners,Алматы
102,Ведущий специалист юридического отдела,,Опыт 3-6 лет,ТОО Микрофинансовая организация Шинхан Финанс,Алматы
103,Юрист,,Опыт 3-6 лет,ТОО Бизнес парк Станица,Алматы
104,Помощник юриста,от 200 000 ₸ на руки,Без опыта,ТОО Элитстрой Алматы,Алматы
105,Юрист,,Опыт 3-6 лет,ТОО TS Property Management,Алматы
106,Юрист,до 300 000 ₸ до вычета налогов,Опыт 3-6 лет,ТОО ТД ПАЙДА,Уральск
107,Юрист,,Опыт 3-6 лет,ТОО NSS PROJECT,Алматы
108,Юрист,300 000 – 350 000 ₸ на руки,Опыт 1-3 года,ТОО Force Trade Service,Алматы
109,Юрист по персоналу,,Без опыта,"ТОО Astana Mall Trading,ТОО",Астана
110,Старший юрист,250 000 – 250 000 ₸ на руки,Опыт 1-3 года,ТОО Коллекторское агентство ELITE KZ,Алматы
111,Юрист,от 300 000 ₸ на руки,Опыт 1-3 года,ТОО Вайпоинг,Астана
112,Главный специалист юриста,300 000 – 350 000 ₸ на руки,Опыт 1-3 года,ТОО Коллекторское агентство Эксперт,Алматы
113,Юрист,,Опыт 1-3 года,ТОО Диал-Строй,Алматы
114,Юрист,до 250 000 ₸ до вычета налогов,Опыт более 6 лет,ТОО Азия Ойл,Караганда
115,Юрист,от 250 000 ₸ на руки,Опыт 1-3 года,ИП Prokat-instrumenta.kz,Алматы
116,Помощник юриста,150 000 – 150 000 ₸ на руки,Без опыта,ТОО Микрофинансовая организация аФинанс,Алматы
117,Юрисконсульт,200 000 – 300 000 ₸ на руки,Опыт 1-3 года,ТОО LLP-IVS,Алматы
118,Юрист,,Опыт 3-6 лет,ТОО ЖК Кристалл 2,Атырау
119,Юрисконсульт по вопросам рекламы,,Опыт 3-6 лет,"Облачные, инфраструктурные сервисы и Яндекс 360 ",Алматы
120,Юрист,250 – 350 ₸ на руки,Опыт 1-3 года,ТОО ALLWORK (ОЛВОРК),Алматы
121,Юрист,от 370 000 ₸ на руки,Опыт 1-3 года,ИП Юридическая Точка,Актобе
122,Главный специалист (Юрист),до 320 000 ₸ до вычета налогов,Опыт 3-6 лет,Некоммерческое акционерное общество Алматинский университет энергетики и связи имени Гумарбека Даукеева,Алматы
123,Юрист,,Опыт 3-6 лет,АО «ФИНАНСОВЫЙ ХОЛДИНГ «РЕСПУБЛИКА»,Алматы
124,Помощник юриста,от 150 000 ₸ до вычета налогов,Без опыта,ТОО Common Market Corporation,Караганда
125,Руководитель юридического отдела,от 260 000 ₸ на руки,Опыт 3-6 лет,ИП Юридическая Точка,Актобе
126,Юрист,,Опыт более 6 лет,"ТОО Стройтекс, Компания",Алматы
127,Юрист,от 400 000 ₸ до вычета налогов,Опыт 3-6 лет,ТОО УльбаКомплекс,Усть-Каменогорск
128,Юрист,,Опыт 1-3 года,ТОО MG Partners Commercial,Алматы
129,Юрист,,Опыт 3-6 лет,ТОО Jana Post,Алматы
130,Старший юрист со знанием английского языка,550 000 – 600 000 ₸ на руки,Опыт 3-6 лет,ТОО Формат 2020,Астана
131,Юрист,250 000 – 350 000 ₸ на руки,Опыт 1-3 года,ТОО Коллекторское агентство Kaz Collect,Алматы
132,Младший юрист,до 100 000 ₸ на руки,Без опыта,ТОО Алтын Алма,Алматы
133,Юрист-правовед,,Опыт 3-6 лет,Общ. орг. Общественный фонд «United Charity Projects Evolution»,Алматы
134,Юрист,,Опыт 1-3 года,Булочникова Юлия Георгиевна,Алматы
135,Юрист,,Опыт 3-6 лет,АО NOMAD insurance,Караганда
136,Главный специалист юрист,300 000 – 350 000 ₸ на руки,Опыт 1-3 года,ТОО Коллекторское агентство Эксперт,Алматы
137,Юрист,,Опыт 3-6 лет,ТОО Konsu,Алматы
138,Юрист,,Опыт более 6 лет,ТОО Ultradecor Trading Kazakhstan,Астана
139,Юрист,от 170 000 ₸ на руки,Опыт 3-6 лет,Гос. корп. Коммунальное государственное учреждение Центр трудовой мобильности по Павлодарской области управления координации занятости и социальных программ Па,Павлодар
140,Юрист,,Опыт более 6 лет,ТОО Ultradecor Trading Kazakhstan,Петропавловск
141,Юрист,,Опыт 1-3 года,ТОО Идеал Трейд Маркет,Атырау
142,Юрист,,Опыт 1-3 года,ТОО MG Partners Commercial,Караганда
143,Помощник юриста,от 150 000 ₸ на руки,Без опыта,ТОО Коллекторское агентство А-Омега,Алматы
144,Юрист,200 000 – 250 000 ₸ на руки,Опыт 1-3 года,ТОО Baza Construction,Астана
145,Юрист,до 450 000 ₸ на руки,Опыт 3-6 лет,ТОО ТехноGRAD,Алматы
146,Юрист,от 500 000 ₸ на руки,Опыт 3-6 лет,ТОО Level Industry,Алматы
147,Ведущий юрист,,Опыт более 6 лет,"ОАО Жайремский ГОК, АО",Караганда
148,Юрист начального уровня,от 180 000 ₸ на руки,Без опыта,ТОО Коллекторское агентство Эксперт,Алматы
149,Юрист,от 250 000 ₸ до вычета налогов,Опыт 3-6 лет,ТОО Транссервис,Астана
150,Юрист,,Опыт 1-3 года,ТОО Regatta Consult,Алматы
151,Юрист,,Опыт 1-3 года,АО Микрофинансовая организация KMF(КМФ),Алматы
152,Юрист,от 500 000 ₸ на руки,Опыт 1-3 года,ТОО АК Construction Company,Алматы
153,Юрист,от 500 000 ₸ на руки,Опыт 3-6 лет,ТОО Asia Capital Building,Алматы
154,Юрист,от 400 000 ₸ на руки,Опыт 1-3 года,ТОО ЦЕНТР-С,Усть-Каменогорск
155,Юрист в отдел претензионно-исковой работы,300 000 – 500 000 ₸ на руки,Опыт 1-3 года,ТОО QQQ - Qazaqstan Qamqor Qyzmet,Алматы
156,Юрист по договорам,до 400 000 ₸ на руки,Опыт 3-6 лет,ТОО VK development group,Усть-Каменогорск
157,Юрист начального уровня,от 300 000 ₸ на руки,Опыт 1-3 года,ТОО AspanNova,Алматы
158,Юрист,300 000 – 450 000 ₸ на руки,Опыт более 6 лет,ТОО Ак-Жайык-7,Уральск
159,Помощник юриста и нотариуса,250 000 – 450 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО New Direction,Астана
160,Юрист первичного приема/Юрист начального уровня,от 375 000 ₸ на руки,Без опыта,ИП Правовой пульс,Алматы
161,Юрист,250 000 – 300 000 ₸ на руки,Опыт 3-6 лет,ТОО Alem Construct,Тараз
162,Помощник юриста,450 000 – 450 000 ₸ на руки,Опыт 3-6 лет,ТОО ALCOMARKET.KZ (АЛКОМАРКЕТ.КЗ),Алматы
163,"Помощник Юриста, г. Алматы",от 50 000 ₽ на руки,Без опыта,BY business group,Алматы
164,Юрист,от 500 000 ₸ до вычета налогов,Опыт 3-6 лет,ТОО JASYL SUYQ QAZAQSTAN,Туркестан
165,Юрист,300 000 – 600 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО Агентство интеллектуальной собственности Казахстан,Алматы
166,Юрист филиала,315 000 – 315 000 ₸ до вычета налогов,Опыт 3-6 лет,АО Нефтяная страховая компания,Караганда
167,Юрист,от 150 000 ₸ до вычета налогов,Опыт 3-6 лет,Гос. корп. ГККП ГОСУДАРСТВЕННЫЙ АКАДЕМИЧЕСКИЙ РУССКИЙ ТЕАТР ДРАМЫ ИМЕНИ М. ГОРЬКОГО АКИМАТА ГОРОДА АСТАНА,Астана
168,"Ведущий юрист , мкр Жулдыз (Турксибский р-н)",400 000 – 500 000 ₸ на руки,Опыт 3-6 лет,ТОО BIZNES TIREK,Алматы
169,Юрисконсульт,,Опыт 3-6 лет,ТОО Стофарм,Костанай
170,Юрист,от 400 000 ₸ на руки,Опыт 1-3 года,ТОО MFO Robocash,Астана
171,Юрист,300 000 – 450 000 ₸ на руки,Опыт более 6 лет,ТОО Ак-Жайык-7,Атырау
172,Руководитель отдела продаж,от 500 000 ₸ на руки,Опыт 1-3 года,ТОО ЮРИСТ ДЛЯ ЛЮДЕЙ,Астана
173,Юрист,,Опыт 3-6 лет,ТОО ИНЖИНИРИНГОВАЯ КОМПАНИЯ КАЗГИПРОНЕФТЕТРАНС,Алматы
174,Юрист со знанием казахского языка,от 500 000 ₸ на руки,Опыт 3-6 лет,ТОО Форт,Алматы
175,Юрист судебно-претензионной работы,,Опыт 1-3 года,ТОО МФО «TAS FINANCE GROUP» (ТАС ФИНАНС ГРУПП),Алматы
176,Юрист,400 000 – 500 000 ₸ на руки,Опыт 3-6 лет,ТОО ABYROI Management,Алматы
177,Юрисконсульт,от 370 000 ₸ на руки,Опыт 1-3 года,ИП Юридическая Точка,Актобе
178,Юрист,,Опыт 3-6 лет,ТОО OneVision,Алматы
179,Юрист,300 000 – 450 000 ₸ на руки,Опыт более 6 лет,ТОО Ак-Жайык-7,Актобе
180,Юрист,от 400 000 ₸ до вычета налогов,Опыт 3-6 лет,ТОО JARDI KZ (ЖАРДИ КЗ),Алматы
181,Юрист,300 000 – 400 000 ₸ на руки,Опыт 1-3 года,ТОО The Smart Space,Шымкент
182,Помощник юриста,,Без опыта,ИП Байтуганова,Астана
183,Юрист,от 400 000 ₸ на руки,Опыт 3-6 лет,ТОО Explosion Solutions,Караганда
184,Юрист (в одном лице),,Опыт более 6 лет,ТОО Qurmet Solution,Астана
185,Юрист,400 000 – 500 000 ₸ на руки,Опыт 3-6 лет,АО Группа компаний Аллюр,Алматы
186,Юрист,от 450 000 ₸ на руки,Опыт более 6 лет,ТОО TruckMotors,Алматы
187,Юрист,324 000 – 405 259 ₸ до вычета налогов,Опыт 3-6 лет,ТОО Эгофом,Караганда
188,Ведущий юрисконсульт,,Опыт 1-3 года,ТОО Международный Аэропорт ОРАЛ,Уральск
189,Юрист,от 500 000 ₸ на руки,Опыт более 6 лет,ТОО Компания САЛАМАТ,Костанай
190,Старший юрист,,Опыт 3-6 лет,АО Altyn Bank,Алматы
191,Юрист в единственном лице,500 000 – 700 000 ₸ до вычета налогов,Опыт более 6 лет,ТОО Office-Expert.kz,Алматы
192,Юрист,до 600 000 ₸ до вычета налогов,Опыт 3-6 лет,ТОО Коллекторское агентство «FD Collection»,Алматы
193,Юрист (Знание казахского и русского языков),,Опыт 3-6 лет,ТОО OskemenAgroProdukt,Усть-Каменогорск
194,Юрист по корпоративному праву,,Опыт более 6 лет,ТОО NetBet (НэтБэт),Алматы
195,"Помощник юриста, г. Астана",от 35 000 ₽ до вычета налогов,Без опыта,BY business group,Астана
196,Юрист,от 300 000 ₸ до вычета налогов,Опыт более 6 лет,ТОО Right Spirit,Астана
197,Юрист,300 000 – 300 000 ₸ на руки,Опыт 3-6 лет,ТОО BAZIS CONSTRUCTION,Астана
198,Юрист,400 000 – 400 000 ₸ на руки,Опыт 3-6 лет,ТОО Алтын Алма,Астана
199,Юрист,от 400 000 ₸ на руки,Опыт 3-6 лет,ТОО SANDYBAY,Астана
200,Юрист,,Опыт 3-6 лет,"Евразиан Фудс Корпорэйшн, АО",Петропавловск
201,Юрист,от 300 000 ₸ на руки,Опыт 3-6 лет,ТОО МонЭлит,Рудный
202,Юрист,,Опыт 3-6 лет,ТОО Talas Investment Company,Тараз
203,Юрист,,Опыт 3-6 лет,АО Jusan Bank,Алматы
204,Юрист,300 000 – 350 000 ₸ до вычета налогов,Опыт 3-6 лет,ТОО Стекло-Сервис,Уральск
205,Корпоративный юрист,от 600 000 ₸ на руки,Опыт более 6 лет,ТОО MFO Robocash,Алматы
206,Юрист,250 000 – 400 000 ₸ до вычета налогов,Опыт более 6 лет,ТОО АРХ-идея-Астана,Алматы
207,Помощник юриста,,Без опыта,ИП Qulpynai Bakery ( ИП Ай-Ханым),Алматы
208,Младший юрист,,Опыт 1-3 года,ТОО Manpower,Алматы
209,Помощник юриста,до 250 000 ₸ на руки,Без опыта,ТОО Алтын Алма,Астана
210,Юрист,250 000 – 300 000 ₸ на руки,Опыт 3-6 лет,"Каустик, АО",Павлодар
211,Юрист в школу BINOM,340 000 – 340 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО BI Education,Астана
212,Юрист (с функцией ОК),до 300 000 ₸ на руки,Опыт 3-6 лет,ТОО КЛАССИК АРА,Астана
213,Юрист,до 200 000 ₸ на руки,Без опыта,МЕЖДУНАРОДНЫЙ ОФ БІЛІМ ОРДА,Астана
214,Юрист,,Опыт 3-6 лет,Транспортная компания Kit,Астана
215,Юрист,от 400 000 ₸ на руки,Опыт 3-6 лет,ТОО QAZCLINKER,Алматы
216,Юрист,,Опыт 1-3 года,АО BOTAI Development,Кокшетау
